,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,Description,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,queue,department,submittedphoto,closedphoto,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,source
3145,169220,,,,Needle Pickup,,,,,,,,,,,42.3347,-71.0741,,101003974125,2021-09-24 07:25:40,,2021-09-24 07:44:15,ONTIME,Closed,Case Closed. Closed date : Fri Sep 24 07:44:15 EDT 2021 Resolved Needles recovered. JT DB  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/614db5ab05bbb64fcd19f39e/report.jpg,,850 Harrison Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,08,802,850 Harrison Ave,2118,Citizens Connect App
3151,169718,,,,Needle Pickup,,,,,,,,,,,42.3381,-71.0772,,101003980265,2021-09-29 07:24:58,,2021-09-29 08:01:07,ONTIME,Closed,Case Closed. Closed date : Wed Sep 29 08:01:07 EDT 2021 Resolved Needles recovered.  JT DB  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/61544cfd05bbb64fcd1b9e23/photo_20210929_072431.jpg,,505 Shawmut Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,505 Shawmut Ave,2118,Citizens Connect App
3155,170131,,,,Needle Pickup,,,,,,,,,,,42.3366,-71.075,,101003985804,2021-10-03 17:05:29,,2021-10-03 17:29:36,ONTIME,Closed,Case Closed. Closed date : Sun Oct 03 17:29:36 EDT 2021 Resolved One syringe recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/615a1b0d05bbb64fcd1c8589/photo_20211003_170426.jpg,,13-15 Worcester Sq  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,13-15 Worcester Sq,2118,Citizens Connect App
3161,170567,,,,Needle Pickup,,,,,,,,,,,42.3359,-71.0759,,101004001077,2021-10-07 15:14:22,,2021-10-07 16:24:53,ONTIME,Closed,Case Closed. Closed date : Thu Oct 07 16:24:53 EDT 2021 Resolved Removed df  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/615f470205bbb64fcd1d1fb8/report.jpg,,670 Massachusetts Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,670 Massachusetts Ave,2118,Citizens Connect App
3171,170766,,,,Needle Pickup,,,,,,,,,,,42.3352,-71.075,,101004003396,2021-10-09 18:54:31,,2021-10-10 08:33:44,ONTIME,Closed,Case Closed. Closed date : Sun Oct 10 08:33:44 EDT 2021 Resolved Recovered needle DB  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/61621d9e05bbb64fcd1d6ec6/report.jpg,,702 Massachusetts Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,702 Massachusetts Ave,2118,Citizens Connect App
3173,170790,,,,Needle Pickup,,,,,,,,,,,42.3394,-71.0797,,101004003638,2021-10-10 08:45:36,,2021-10-10 09:06:24,ONTIME,Closed,Case Closed. Closed date : Sun Oct 10 09:06:24 EDT 2021 Resolved Recovered needles DB  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6162e06505bbb64fcd1d7a0a/photo_20211010_084434.jpg,,768-772 Tremont St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,768-772 Tremont St,2118,Citizens Connect App
3174,170800,,,,Needle Pickup,,,,,,,,,,,42.3387,-71.0788,,101004003752,2021-10-10 10:22:10,,2021-10-10 10:59:00,ONTIME,Closed,Case Closed. Closed date : Sun Oct 10 10:59:00 EDT 2021 Resolved Recovered needle DB  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6162f70905bbb64fcd1d7e7d/report.jpg,,542 Massachusetts Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,542 Massachusetts Ave,2118,Citizens Connect App
3185,171291,,,,Needle Pickup,,,,,,,,,,,42.3416,-71.0827,,101003579275,2021-01-01 14:34:39,,2021-01-01 14:46:49,ONTIME,Closed,Case Closed. Closed date : Fri Jan 01 14:46:49 EST 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/5fef792205bba4442b2a7c92/photo_20210101_143311.jpg,,392-400 Massachusetts Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,404,392-400 Massachusetts Ave,2118,Citizens Connect App
3186,171292,,,,Needle Pickup,,,,,,,,,,,42.3379,-71.0795,,101003579279,2021-01-01 14:44:13,,2021-01-01 14:57:45,ONTIME,Closed,Case Closed. Closed date : Fri Jan 01 14:57:45 EST 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/5fef7b7f05bba4442b2a7cea/report.jpg,,549-551 Massachusetts Ave  Roxbury  MA  02118,4,10B,7,D4,Roxbury,13,09,903,549-551 Massachusetts Ave,2118,Citizens Connect App
3191,171597,,,,Needle Pickup,,,,,,,,,,,42.3383,-71.077,,101004011027,2021-10-15 17:04:00,,2021-10-19 13:17:43,ONTIME,Closed,Case Closed. Closed date : Tue Oct 19 13:17:43 EDT 2021 Resolved Removed df  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6169ecd405bbeb85dd44ce29/report.jpg,,499 Shawmut Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,499 Shawmut Ave,2118,Citizens Connect App
3192,171598,,,,Needle Pickup,,,,,,,,,,,42.3335,-71.076,,101003582424,2021-01-06 09:10:00,,2021-01-06 09:34:15,ONTIME,Closed,Case Closed. Closed date : 2021-01-06 09:34:15.86 Case Resolved One syringe recovered. JT DF ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,30 Northampton St  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,08,803,30 Northampton St,2118,Constituent Call
3199,171881,,,,Needle Pickup,,,,,,,,,,,42.3421,-71.0828,,101004012543,2021-10-17 12:38:54,,2021-10-17 12:57:29,ONTIME,Closed,Case Closed. Closed date : Sun Oct 17 12:57:29 EDT 2021 Resolved Searched area an no syringes was recovered.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/616c519505bbeb85dd4505ef/photo_20211017_123834.jpg,,19 Albemarle St  Boston  MA  02115,4,1C,7,D4,Back Bay,14,Ward 4,405,19 Albemarle St,2115,Citizens Connect App
3202,172124,,,,Needle Pickup,,,,,,,,,,,42.3379,-71.0795,,101004014298,2021-10-18 16:42:22,,2021-10-18 17:08:34,ONTIME,Closed,Case Closed. Closed date : Mon Oct 18 17:08:34 EDT 2021 Resolved Two syringes recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/616ddc2105bbeb85dd453547/report.jpg,,549-551 Massachusetts Ave  Roxbury  MA  02118,4,10B,7,D4,Roxbury,13,09,903,549-551 Massachusetts Ave,2118,Citizens Connect App
3203,172134,,,,Needle Pickup,,,,,,,,,,,42.3331,-71.0752,,101003583305,2021-01-07 09:39:00,,2021-01-07 10:02:03,ONTIME,Closed,Case Closed. Closed date : Thu Jan 07 10:02:03 EST 2021 Resolved Recovered  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,10 Northampton St  Roxbury  MA  02119,7,10B,7,D4,Roxbury,13,Ward 8,803,10 Northampton St,2119,Constituent Call
3205,172200,,,,Needle Pickup,,,,,,,,,,,42.3358,-71.0743,,101004014706,2021-10-19 07:20:38,,2021-10-19 07:32:19,ONTIME,Closed,Case Closed. Closed date : Tue Oct 19 07:32:19 EDT 2021 Resolved Needle recovered.  JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/616ea9f905bbeb85dd454463/report.jpg,,811 Harrison Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,811 Harrison Ave,2118,Citizens Connect App
3213,172568,,,,Needle Pickup,,,,,,,,,,,42.3388,-71.0807,,101003585583,2021-01-10 15:04:55,,2021-01-10 15:23:33,ONTIME,Closed,Case Closed. Closed date : Sun Jan 10 15:23:33 EST 2021 Resolved Duplicate 7syringes was recovered.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/5ffb5dd505bba4442b2f3fc2/photo_20210110_150425.jpg,,241 Northampton St  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,Ward 9,903,241 Northampton St,2118,Citizens Connect App
3219,172797,,,,Needle Pickup,,,,,,,,,,,42.3362,-71.0763,,101004019450,2021-10-22 08:18:48,,2021-10-22 09:12:39,ONTIME,Closed,Case Closed. Closed date : Fri Oct 22 09:12:39 EDT 2021 Resolved Recovered needles DB  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6172ac1805bbeb85dd463d20/report.jpg,,656 Massachusetts Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,656 Massachusetts Ave,2118,Citizens Connect App
3225,173283,,,,Needle Pickup,,,,,,,,,,,42.3352,-71.075,,101003588067,2021-01-13 09:25:35,,2021-01-13 10:01:22,ONTIME,Closed,Case Closed. Closed date : 2021-01-13 10:01:22.113 Case Resolved 1 syringe recovered. JT ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/5fff02d205bb1c1a8bb2db7e/report.jpg,,702 Massachusetts Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,702 Massachusetts Ave,2118,Citizens Connect App
3238,173971,,,,Needle Pickup,,,,,,,,,,,42.338,-71.0796,,101003606123,2021-01-21 19:08:04,,2021-01-21 19:24:14,ONTIME,Closed,Case Closed. Closed date : Thu Jan 21 19:24:14 EST 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,545 Massachusetts Ave  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,Ward 9,903,545 Massachusetts Ave,2118,Constituent Call
3240,174003,,,,Needle Pickup,,,,,,,,,,,42.3421,-71.0828,,101003606443,2021-01-22 09:34:43,,2021-01-22 10:04:39,ONTIME,Closed,Case Closed. Closed date : 2021-01-22 10:04:39.357 Case Resolved Duplicate call AG jt  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/600ae27805bb1c1a8bb4bc6a/report.jpg,,19 Albemarle St  Boston  MA  02115,4,1C,7,D4,Back Bay,14,Ward 4,405,19 Albemarle St,2115,Citizens Connect App
3246,174447,,,,Needle Pickup,,,,,,,,,,,42.3361,-71.0744,,101003611525,2021-01-28 11:27:03,,2021-01-28 11:59:42,ONTIME,Closed,Case Closed. Closed date : Thu Jan 28 11:59:42 EST 2021 Resolved One syringe recovered at location.RA AG ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6012e5cc05bb1c1a8bcad4e4/photo_20210128_112644.jpg,,33 Worcester Sq  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,33 Worcester Sq,2118,Citizens Connect App
3250,174542,,,,Needle Pickup,,,,,,,,,,,42.3362,-71.0738,,101003612801,2021-01-29 21:36:38,,2021-01-30 09:23:04,ONTIME,Closed,Case Closed. Closed date : 2021-01-30 09:23:04.993 Case Resolved Box of needles was removed from this location AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6014c62c05bb1c1a8bcb303f/report.jpg,,789-797 Harrison Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,789-797 Harrison Ave,2118,Citizens Connect App
3256,175052,,,,Needle Pickup,,,,,,,,,,,42.3377,-71.0781,,101003619249,2021-02-04 14:46:30,,2021-02-04 15:12:51,ONTIME,Closed,Case Closed. Closed date : Thu Feb 04 15:12:51 EST 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/601c4f0c05bb38395cd0baf1/report.jpg,,578 Massachusetts Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,578 Massachusetts Ave,2118,Citizens Connect App
3262,175205,,,,Needle Pickup,,,,,,,,,,,42.3385,-71.0805,,101003621080,2021-02-06 14:39:14,,2021-02-06 16:25:02,ONTIME,Closed,Case Closed. Closed date : Sat Feb 06 16:25:02 EST 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/601ef05505bb38395cd7a2e8/report.jpg,,229 Northampton St  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,Ward 9,903,229 Northampton St,2118,Citizens Connect App
3277,176321,,,,Needle Pickup,,,,,,,,,,,42.3362,-71.0732,,101003644936,2021-02-21 16:05:08,,2021-02-21 16:14:05,ONTIME,Closed,Case Closed. Closed date : Sun Feb 21 16:14:05 EST 2021 Resolved One syringe recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6032cafb05bb6d5d9f057be2/report.jpg,,790 Harrison Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,790 Harrison Ave,2118,Citizens Connect App
3283,176639,,,,Needle Pickup,,,,,,,,,,,42.336,-71.0742,,101003648372,2021-02-24 14:48:05,,2021-02-24 15:56:57,ONTIME,Closed,Case Closed. Closed date : Wed Feb 24 15:56:57 EST 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6036ad6b05bb6d5d9f05d818/report.jpg,,39 Worcester Sq  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,39 Worcester Sq,2118,Citizens Connect App
3284,176781,,,,Needle Pickup,,,,,,,,,,,42.3371,-71.0756,,101003649921,2021-02-25 18:34:35,,2021-02-25 19:15:02,ONTIME,Closed,Case Closed. Closed date : Thu Feb 25 19:15:02 EST 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,1686 Washington St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,1686 Washington St,2118,Citizens Connect App
3286,176841,,,,Needle Pickup,,,,,,,,,,,42.3357,-71.0746,,101003650472,2021-02-26 11:27:34,,2021-02-26 12:35:24,ONTIME,Closed,Case Closed. Closed date : 2021-02-26 12:35:24.573 Case Resolved One syringe recovered. JT AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6039216705bb6d5d9f0763c9/report.jpg,,56 E Springfield St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,56 E Springfield St,2118,Citizens Connect App
3290,176969,,,,Needle Pickup,,,,,,,,,,,42.3399,-71.0799,,101003652053,2021-02-28 13:37:00,,2021-02-28 14:00:37,ONTIME,Closed,Case Closed. Closed date : Sun Feb 28 14:00:37 EST 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,186 W Springfield St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,186 W Springfield St,2118,Constituent Call
3291,176988,,,,Needle Pickup,,,,,,,,,,,42.337,-71.0772,,101003652288,2021-02-28 20:05:07,,2021-03-01 06:47:18,ONTIME,Closed,Case Closed. Closed date : 2021-03-01 06:47:18.993 Case Resolved One syringe recovered. JT ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/603c3dbb05bb5a97bf447b8b/report.jpg,,616-620 Massachusetts Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,09,902,616-620 Massachusetts Ave,2118,Citizens Connect App
3292,176989,,,,Needle Pickup,,,,,,,,,,,42.339,-71.0804,,101003652299,2021-02-28 20:10:14,,2021-03-01 06:38:17,ONTIME,Closed,Case Closed. Closed date : 2021-03-01 06:38:17.157 Case Resolved One syringe recovered. JT ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/603c3eed05bb5a97bf447e28/report.jpg,,782 Tremont St  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,09,903,782 Tremont St,2118,Citizens Connect App
3296,177180,,,,Needle Pickup,,,,,,,,,,,42.335,-71.0755,,101003654561,2021-03-02 16:36:17,,2021-03-02 16:52:14,ONTIME,Closed,Case Closed. Closed date : Tue Mar 02 16:52:14 EST 2021 Resolved One syringe recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/603eafc605bb5a97bf4a8f8d/report.jpg,,703 Massachusetts Ave  Roxbury  MA  02118,7,10B,3,D4,Roxbury,6,Ward 8,802,703 Massachusetts Ave,2118,Citizens Connect App
3299,177322,,,,Needle Pickup,,,,,,,,,,,42.3385,-71.077,,101003656264,2021-03-04 08:13:06,,2021-03-04 09:06:54,ONTIME,Closed,Case Closed. Closed date : Thu Mar 04 09:06:54 EST 2021 Resolved One needle was removed from this location AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6040dccb05bb5a97bf4d459a/report.jpg,,40 Worcester St  Roxbury  MA  02118,4,1C,7,D4,South End,6,09,902,40 Worcester St,2118,Citizens Connect App
3300,177369,,,,Needle Pickup,,,,,,,,,,,42.3393,-71.0811,,101003656875,2021-03-04 14:50:15,,2021-03-04 15:13:40,ONTIME,Closed,Case Closed. Closed date : Thu Mar 04 15:13:40 EST 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/604139f005bb5a97bf4e1dc3/report.jpg,,785 Tremont St  Roxbury  MA  02118,9,10B,7,D4,Roxbury,13,09,903,785 Tremont St,2118,Citizens Connect App
3306,177674,,,,Needle Pickup,,,,,,,,,,,42.3394,-71.0797,,101003660459,2021-03-08 15:46:33,,2021-03-08 16:13:20,ONTIME,Closed,Case Closed. Closed date : Mon Mar 08 16:13:20 EST 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,768-772 Tremont St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,768-772 Tremont St,2118,Citizens Connect App
3308,177754,,,,Needle Pickup,,,,,,,,,,,42.3389,-71.0794,,101003661478,2021-03-09 12:57:00,,2021-03-09 13:21:52,ONTIME,Closed,Case Closed. Closed date : Tue Mar 09 13:21:52 EST 2021 Resolved One syringe recovered at location.RA DF  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,528 Massachusetts Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,528 Massachusetts Ave,2118,Constituent Call
3315,178533,,,,Needle Pickup,,,,,,,,,,,42.3389,-71.0803,,101003681335,2021-03-18 17:19:14,,2021-03-18 17:36:00,ONTIME,Closed,Case Closed. Closed date : Thu Mar 18 17:36:00 EDT 2021 Resolved Two syringes recovered at location.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6053c3cb05bb8fa6e14f151e/report.jpg,,515 Massachusetts Ave  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,Ward 9,903,515 Massachusetts Ave,2118,Citizens Connect App
3319,178819,,,,Needle Pickup,,,,,,,,,,,42.339,-71.0789,,101003684902,2021-03-22 16:35:32,,2021-03-22 17:09:11,ONTIME,Closed,Case Closed. Closed date : Mon Mar 22 17:09:11 EDT 2021 Resolved Removed  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6058ff8a05bb8fa6e150e85c/report.jpg,,152 W Springfield St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,152 W Springfield St,2118,Citizens Connect App
3321,178859,,,,Needle Pickup,,,,,,,,,,,42.3421,-71.0835,,101003685382,2021-03-23 08:28:00,,2021-03-23 09:10:40,ONTIME,Closed,Case Closed. Closed date : Tue Mar 23 09:10:40 EDT 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,374 Massachusetts Ave  Boston  MA  02115,4,1C,7,D4,Back Bay,14,04,405,374 Massachusetts Ave,2115,Constituent Call
3323,178958,,,,Needle Pickup,,,,,,,,,,,42.3393,-71.0794,,101003686714,2021-03-24 07:55:02,,2021-03-24 08:32:28,ONTIME,Closed,Case Closed. Closed date : Wed Mar 24 08:32:28 EDT 2021 Resolved Needle recovered.  JT A.G  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/605b288805bb8fa6e151a378/report.jpg,,168 W Springfield St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,168 W Springfield St,2118,Citizens Connect App
3329,179300,,,,Needle Pickup,,,,,,,,,,,42.3394,-71.0797,,101003691145,2021-03-28 08:32:53,,2021-03-28 09:29:00,ONTIME,Closed,Case Closed. Closed date : Sun Mar 28 09:29:00 EDT 2021 Resolved Three needles was removed from this location AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,768-772 Tremont St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,768-772 Tremont St,2118,Citizens Connect App
3334,179470,,,,Needle Pickup,,,,,,,,,,,42.3363,-71.0764,,101003693286,2021-03-30 11:12:44,,2021-03-30 11:31:36,ONTIME,Closed,Case Closed. Closed date : Tue Mar 30 11:31:36 EDT 2021 Resolved One syringe recovered in alleyway.RA  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,652 Massachusetts Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,652 Massachusetts Ave,2118,Citizens Connect App
3338,179561,,,,Needle Pickup,,,,,,,,,,,42.3383,-71.0784,,101003694434,2021-03-31 09:19:50,,2021-03-31 09:39:06,ONTIME,Closed,Case Closed. Closed date : Wed Mar 31 09:39:06 EDT 2021 Resolved Needles recovered. JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/606476e705bb8fa6e153f654/report.jpg,,556 Massachusetts Ave  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,556 Massachusetts Ave,2118,Citizens Connect App
3346,179927,,,,Needle Pickup,,,,,,,,,,,42.3421,-71.0828,,101003698667,2021-04-04 08:48:22,,2021-04-04 08:54:23,ONTIME,Closed,Case Closed. Closed date : Sun Apr 04 08:54:23 EDT 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/6069b58c05bb8fa6e1569a6e/report.jpg,,19 Albemarle St  Boston  MA  02115,4,1C,7,D4,Back Bay,14,Ward 4,405,19 Albemarle St,2115,Citizens Connect App
3350,180080,,,,Needle Pickup,,,,,,,,,,,42.336,-71.0759,,101003700359,2021-04-06 06:56:31,,2021-04-06 07:20:30,ONTIME,Closed,Case Closed. Closed date : Tue Apr 06 07:20:30 EDT 2021 Resolved AM ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/606c3e5505bb99569d12863d/report.jpg,,668 Massachusetts Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,668 Massachusetts Ave,2118,Citizens Connect App
3351,180191,,,,Needle Pickup,,,,,,,,,,,42.3347,-71.0741,,101003701924,2021-04-07 06:59:43,,2021-04-07 07:10:41,ONTIME,Closed,Case Closed. Closed date : Wed Apr 07 07:10:41 EDT 2021 Resolved Needle recovered.  JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/606d909705bb99569d132bb4/report.jpg,,850 Harrison Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,08,802,850 Harrison Ave,2118,Citizens Connect App
3352,180192,,,,Needle Pickup,,,,,,,,,,,42.3339,-71.0744,,101003701925,2021-04-07 07:00:23,,2021-04-07 07:12:41,ONTIME,Closed,Case Closed. Closed date : Wed Apr 07 07:12:41 EDT 2021 Resolved Needle recovered by. JT AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/606d90be05bb99569d132bc3/report.jpg,,729 Massachusetts Ave  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,08,802,729 Massachusetts Ave,2118,Citizens Connect App
3353,180205,,,,Needle Pickup,,,,,,,,,,,42.3372,-71.0749,,101003702064,2021-04-07 08:27:51,,2021-04-07 08:47:01,ONTIME,Closed,Case Closed. Closed date : Wed Apr 07 08:47:01 EDT 2021 Resolved Needle recovered.  JT  AG  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,https://311.boston.gov/media/boston/report/photos/606da53c05bb99569d133b0e/report.jpg,,2 Worcester Sq  Roxbury  MA  02118,4,1C,3,D4,South End,6,Ward 8,802,2 Worcester Sq,2118,Citizens Connect App
3355,180317,,,,Needle Pickup,,,,,,,,,,,42.3365,-71.076,,101003773420,2021-05-28 06:45:52,,2021-05-28 07:00:18,ONTIME,Closed,Case Closed. Closed date : Fri May 28 07:00:18 EDT 2021 Resolved Needles recovered.  JT  ,Needle Pickup,Mayor's 24 Hour Hotline,Needle Program,GEN_Needle_Pickup,GEN_,,,11 E Springfield St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,11 E Springfield St,2118,Citizens Connect App
