,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
43466,212016038,2905,,VAL - VIOLATION OF AUTO LAW,D4,171,0,3/9/21 13:01,2021,3,Tuesday,13,,HARRISON AVE,42.33622726,-71.07353143,"(42.3362272597612, -71.0735314298093)"
43499,212015995,3006,,SICK/INJURED/MEDICAL - PERSON,D4,171,0,3/13/21 0:13,2021,3,Saturday,0,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
43579,212015891,3005,,SICK ASSIST,D4,270,0,3/12/21 17:01,2021,3,Friday,17,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
43581,212015888,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,3/12/21 15:58,2021,3,Friday,15,,"WASHINGTON ST & MASSACHUSETTS AVE
BOSTON  MA 02118",42.33648997,-71.07705001,"(42.3364899718332, -71.0770500090912)"
43587,212015880,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,171,0,3/12/21 15:49,2021,3,Friday,15,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
43592,212015874,3115,,INVESTIGATE PERSON,D4,271,0,3/12/21 15:34,2021,3,Friday,15,,NORTHAMPTON ST,42.33463662,-71.07597593,"(42.3346366198417, -71.0759759263247)"
43610,212015850,617,,LARCENY THEFT FROM BUILDING,D4,171,0,3/12/21 13:57,2021,3,Friday,13,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
43618,212015841,3001,,DEATH INVESTIGATION,D4,273,0,3/12/21 13:54,2021,3,Friday,13,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
43699,212015743,3803,,M/V ACCIDENT - PERSONAL INJURY,D4, ,0,3/12/21 8:45,2021,3,Friday,8,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
43722,212015704,801,,ASSAULT - SIMPLE,D4,172,0,3/12/21 1:00,2021,3,Friday,1,,"780 ALBANY ST
BOSTON  MA 02118
UNITED STATES",42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
43816,212015578,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D4,170,0,3/11/21 14:27,2021,3,Thursday,14,,"MASSACHUSETTS AVE & WASHINGTON ST
BOSTON  MA 02118",42.33645001,-71.07702795,"(42.3364500076483, -71.077027948585)"
43875,212015509,3005,,SICK ASSIST,D4,273,0,3/11/21 9:58,2021,3,Thursday,9,,NORTHAMPTON ST,42.33619626,-71.07787036,"(42.3361962558709, -71.0778703601795)"
43883,212015498,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,,170,0,3/11/21 9:55,2021,3,Thursday,9,,MASSACHUSETTS,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
44024,212015300,3301,,VERBAL DISPUTE,D4,156,0,3/10/21 12:33,2021,3,Wednesday,12,,MASSACHUSETTS AVE,42.33760719,-71.0782582,"(42.3376071908456, -71.0782582009363)"
44032,212015291,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,3/10/21 11:53,2021,3,Wednesday,11,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
44041,212015280,3005,,SICK ASSIST,D4,170,0,3/10/21 11:36,2021,3,Wednesday,11,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)"
44043,212015278,520,,BURGLARY - RESIDENTIAL,D4,145,0,3/10/21 10:44,2021,3,Wednesday,10,,ALBEMARLE CT,42.34239153,-71.08279924,"(42.3423915253484, -71.0827992408472)"
44053,212015266,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,3/10/21 10:07,2021,3,Wednesday,10,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.33349602,-71.07338795,"(42.3334960161939, -71.073387954796)"
44066,212015250,3005,,SICK ASSIST,D4,273,0,3/10/21 8:44,2021,3,Wednesday,8,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
44133,212015169,724,,AUTO THEFT,D4,170,0,3/9/21 19:59,2021,3,Tuesday,19,,WORCESTER SQUARE,42.33614948,-71.07406908,"(42.3361494840666, -71.0740690814775)"
44139,212015161,3006,,SICK/INJURED/MEDICAL - PERSON,D4,145,0,3/9/21 18:34,2021,3,Tuesday,18,,ALBEMARLE CT,42.34239153,-71.08279924,"(42.3423915253484, -71.0827992408472)"
44143,212015154,617,,LARCENY THEFT FROM BUILDING,D4,170,0,3/9/21 18:31,2021,3,Tuesday,18,,WORCESTER SQ,42.33614948,-71.07406908,"(42.3361494840666, -71.0740690814775)"
44182,212015105,3201,,PROPERTY - LOST/ MISSING,D4,171,0,3/9/21 16:34,2021,3,Tuesday,16,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
44259,212015012,2905,,VAL - VIOLATION OF AUTO LAW,D4,271,0,3/9/21 9:32,2021,3,Tuesday,9,,NORTHAMPTON ST,42.33580503,-71.07740763,"(42.3358050323215, -71.0774076269838)"
44301,212014955,3007,,SUDDEN DEATH,D4,284,0,3/8/21 22:14,2021,3,Monday,22,,COLUMBUS AVE,42.340176,-71.0823265,"(42.3401760003398, -71.0823264999242)"
44304,212014951,2905,,VAL - VIOLATION OF AUTO LAW,D4,273,0,3/8/21 21:26,2021,3,Monday,21,,NORTHAMPTON ST,42.33729692,-71.07919582,"(42.3372969170323, -71.0791958222404)"
44375,212014868,801,,ASSAULT - SIMPLE,D4,271,0,3/8/21 16:41,2021,3,Monday,16,,"MASSACHUSETTS AVE & PARMELEE ST
ROXBURY  MA 02118
",42.33604904,-71.07654404,"(42.3360490358642, -71.0765440354643)"
44418,212014807,3115,,INVESTIGATE PERSON,D4,147,0,3/8/21 12:21,2021,3,Monday,12,,MASSACHUSETTS AVE,42.34114797,-71.08246189,"(42.3411479669366, -71.0824618933261)"
44457,212014758,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D4,171,0,3/8/21 8:53,2021,3,Monday,8,,ALBANY ST,42.33349998,-71.07351,"(42.3334999801716, -71.0735099961732)"
44474,212014734,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,179,0,3/8/21 1:58,2021,3,Monday,1,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
44477,212014731,619,,LARCENY ALL OTHERS,D4, ,0,3/8/21 1:52,2021,3,Monday,1,,HARRISON AVE,42.33349602,-71.07338795,"(42.3334960161939, -71.073387954796)"
44478,212014730,801,,ASSAULT - SIMPLE,D4, ,0,3/8/21 1:40,2021,3,Monday,1,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.33349602,-71.07338795,"(42.3334960161939, -71.073387954796)"
44509,212014687,3502,,MISSING PERSON - LOCATED,D4,270,0,2/4/21 12:00,2021,2,Thursday,12,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
44613,212014541,3005,,SICK ASSIST,D4,145,0,3/7/21 5:41,2021,3,Sunday,5,,ALBEMARLE CT,42.34239153,-71.08279924,"(42.3423915253484, -71.0827992408472)"
44774,212014328,2647,,THREATS TO DO BODILY HARM,D4,172,0,3/6/21 8:07,2021,3,Saturday,8,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
44826,212014254,3115,,INVESTIGATE PERSON,D4,179,0,3/5/21 19:07,2021,3,Friday,19,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
44836,212014243,2619,,FUGITIVE FROM JUSTICE,D4, ,0,3/5/21 17:26,2021,3,Friday,17,,"WASHINGTON ST & MASSACHUSETTS AVE
BOSTON  MA 02118",42.33648997,-71.07705001,"(42.3364899718332, -71.0770500090912)"
45050,212013966,613,,LARCENY SHOPLIFTING,D4,270,0,3/4/21 16:51,2021,3,Thursday,16,,WORCESTER SQ,42.33614948,-71.07406908,"(42.3361494840666, -71.0740690814775)"
45066,212013948,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,270,0,3/4/21 15:00,2021,3,Thursday,15,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
45073,212013939,900,,ARSON,D4,156,0,3/4/21 13:50,2021,3,Thursday,13,,MASSACHUSETTS AVE,42.33903373,-71.07997272,"(42.3390337336064, -71.0799727249646)"
45104,212013903,3005,,SICK ASSIST,D4,147,0,3/4/21 10:53,2021,3,Thursday,10,,"COLUMBUS AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.34064797,-71.08174797,"(42.340647968512, -71.0817479739454)"
45113,212013893,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,3/4/21 9:29,2021,3,Thursday,9,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
45154,212013844,2905,,VAL - VIOLATION OF AUTO LAW,D4,172,0,3/4/21 3:00,2021,3,Thursday,3,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
45157,212013839,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,271,0,3/4/21 1:51,2021,3,Thursday,1,,"HARRISON AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.33490996,-71.07517005,"(42.3349099560838, -71.0751700489333)"
45220,212013753,3114,,INVESTIGATE PROPERTY,D4,156,0,3/3/21 17:08,2021,3,Wednesday,17,,W SPRINGFIELD ST,42.33930275,-71.07912378,"(42.3393027488002, -71.0791237835741)"
45222,212013751,3006,,SICK/INJURED/MEDICAL - PERSON,D4,273,0,3/3/21 16:46,2021,3,Wednesday,16,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
45321,212013622,3115,,INVESTIGATE PERSON,D4,273,0,3/3/21 5:37,2021,3,Wednesday,5,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
45339,212013594,3006,,SICK/INJURED/MEDICAL - PERSON,D4,171,0,3/2/21 21:40,2021,3,Tuesday,21,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
45364,212013551,3006,,SICK/INJURED/MEDICAL - PERSON,D4,170,0,3/2/21 17:48,2021,3,Tuesday,17,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)"
45435,212013459,3115,,INVESTIGATE PERSON,D4,273,0,3/2/21 11:59,2021,3,Tuesday,11,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
45479,212013406,3005,,SICK ASSIST,D4,271,0,3/2/21 9:03,2021,3,Tuesday,9,,"HARRISON AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.33490996,-71.07517005,"(42.3349099560838, -71.0751700489333)"
45494,212013385,801,,ASSAULT - SIMPLE,D4,273,0,3/2/21 6:20,2021,3,Tuesday,6,,SHAWMUT AVE,42.33701214,-71.07853797,"(42.3370121426288, -71.0785379724734)"
45502,212013375,3005,,SICK ASSIST,D4,172,0,3/2/21 2:21,2021,3,Tuesday,2,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
45513,212013359,3410,,TOWED MOTOR VEHICLE,D4,270,0,3/1/21 23:00,2021,3,Monday,23,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
45520,212013351,2905,,VAL - VIOLATION OF AUTO LAW,D4,170,0,3/1/21 21:21,2021,3,Monday,21,,WASHINGTON ST,42.33721215,-71.07597603,"(42.3372121541099, -71.0759760325963)"
45569,212013289,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D4,179,0,3/1/21 17:19,2021,3,Monday,17,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
45704,212013114,3005,,SICK ASSIST,D4,172,0,2/28/21 23:34,2021,2,Sunday,23,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
45712,212013098,3006,,SICK/INJURED/MEDICAL - PERSON,D4,270,0,2/28/21 19:43,2021,2,Sunday,19,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
45742,212013054,3114,,INVESTIGATE PROPERTY,D4,155,0,2/26/21 12:00,2021,2,Friday,12,,WORCESTER ST,42.34102033,-71.07972113,"(42.3410203252781, -71.0797211297783)"
45821,212012940,1402,,VANDALISM,D4,270,0,2/28/21 7:30,2021,2,Sunday,7,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
45829,212012930,801,,ASSAULT - SIMPLE,D4,953,0,2/28/21 5:22,2021,2,Sunday,5,,WASHINGTON ST,42.33721215,-71.07597603,"(42.3372121541099, -71.0759760325963)"
45845,212012913,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,D4,271,0,2/28/21 1:10,2021,2,Sunday,1,,WASHINGTON ST,42.33621941,-71.07733761,"(42.3362194063374, -71.0773376079116)"
45882,212012865,3115,,INVESTIGATE PERSON,D4,273,0,2/27/21 19:23,2021,2,Saturday,19,,MASSACHUSETTS AVE,42.33899339,-71.08008595,"(42.3389933922745, -71.0800859481575)"
45987,212012724,540,,BURGLARY - COMMERICAL,D4, ,0,2/27/21 8:11,2021,2,Saturday,8,,E LENOX ST,42.33437384,-71.07793188,"(42.3343738410124, -71.0779318799532)"
46020,212012679,3114,,INVESTIGATE PROPERTY,D4,147,0,2/27/21 0:27,2021,2,Saturday,0,,WELLINGTON ST,42.34153412,-71.08174368,"(42.3415341246194, -71.0817436772639)"
46022,212012677,2619,,FUGITIVE FROM JUSTICE,D4,171,0,2/27/21 0:28,2021,2,Saturday,0,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
46028,212012665,423,,ASSAULT - AGGRAVATED,D4,171,0,2/26/21 22:24,2021,2,Friday,22,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
46067,212012610,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4, ,0,2/26/21 18:06,2021,2,Friday,18,,"WASHINGTON ST & NORTHAMPTON ST
BOSTON  MA 02118
UN",42.33600002,-71.07766001,"(42.3360000236433, -71.0776600077562)"
46135,212012518,3110,,SERVICE TO OTHER AGENCY,D4, ,0,2/26/21 12:40,2021,2,Friday,12,,PUBLIC ALLEY NO. 718,42.33669562,-71.07572887,"(42.3366956164241, -71.0757288652787)"
46173,212012474,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,2/26/21 10:01,2021,2,Friday,10,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
46179,212012465,3410,,TOWED MOTOR VEHICLE,D4, ,0,2/26/21 9:25,2021,2,Friday,9,,HARRISON AVE,42.33698515,-71.07258823,"(42.3369851520409, -71.0725882320579)"
46245,212012382,3503,,MISSING PERSON - NOT REPORTED - LOCATED,D4,273,0,2/25/21 19:35,2021,2,Thursday,19,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
46314,212012292,2907,,VAL - OPERATING AFTER REV/SUSP.,D4,155,0,2/25/21 14:28,2021,2,Thursday,14,,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.3399827319387, -71.0809740006293)"
46359,212012235,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,2/25/21 10:17,2021,2,Thursday,10,,"MASSACHUSETTS AVE & CHESTER SQUARE
BOSTON  MA 0211",42.33879398,-71.07984399,"(42.3387939848219, -71.0798439875299)"
46400,212012186,3006,,SICK/INJURED/MEDICAL - PERSON,D4,273,0,2/25/21 0:00,2021,2,Thursday,0,,MASSACHUSETTS AVE,42.33899339,-71.08008595,"(42.3389933922745, -71.0800859481575)"
46431,212012145,3115,,INVESTIGATE PERSON,D4,270,0,2/24/21 20:30,2021,2,Wednesday,20,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
46434,212012141,3006,,SICK/INJURED/MEDICAL - PERSON,D4,273,0,2/24/21 21:02,2021,2,Wednesday,21,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
46506,212012049,3005,,SICK ASSIST,D4,273,0,2/24/21 15:33,2021,2,Wednesday,15,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
46509,212012046,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D4,179,0,2/24/21 15:19,2021,2,Wednesday,15,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
46510,212012045,423,,ASSAULT - AGGRAVATED,D4,171,0,2/24/21 14:17,2021,2,Wednesday,14,,"ALBANY ST & MASSACHUSETTS AVE
BOSTON  MA 02118
UNI",42.33349998,-71.07351,"(42.3334999801716, -71.0735099961732)"
46623,212011900,3115,,INVESTIGATE PERSON,D4,273,0,2/23/21 20:10,2021,2,Tuesday,20,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
46624,212011899,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,172,0,2/23/21 18:23,2021,2,Tuesday,18,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
46645,212011871,3005,,SICK ASSIST,D4,273,0,2/23/21 17:52,2021,2,Tuesday,17,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
46713,212011772,301,,ROBBERY,D4,270,0,2/23/21 12:01,2021,2,Tuesday,12,,ALBANY ST,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
46723,212011758,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,2/23/21 11:34,2021,2,Tuesday,11,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
46736,212011744,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2/23/21 9:50,2021,2,Tuesday,9,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
46781,212011678,3114,,INVESTIGATE PROPERTY,D4, ,0,2/22/21 20:13,2021,2,Monday,20,,WASHINGTON ST,42.33587516,-71.07778792,"(42.3358751598407, -71.077787917933)"
46782,212011677,2905,,VAL - VIOLATION OF AUTO LAW,D4,273,0,2/22/21 20:51,2021,2,Monday,20,,WASHINGTON ST,42.33621941,-71.07733761,"(42.3362194063374, -71.0773376079116)"
46802,212011649,3410,,TOWED MOTOR VEHICLE,D4,145,0,2/22/21 18:50,2021,2,Monday,18,,MASSACHUSETTS AVE,42.34194788,-71.08362479,"(42.3419478819786, -71.0836247862163)"
46815,212011634,3005,,SICK ASSIST,D4,172,0,2/22/21 17:25,2021,2,Monday,17,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
46915,212011499,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,2/22/21 9:07,2021,2,Monday,9,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
46991,212011400,3115,,INVESTIGATE PERSON,D4,270,0,2/21/21 17:49,2021,2,Sunday,17,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
47007,212011382,619,,LARCENY ALL OTHERS,D4,273,0,2/11/21 19:30,2021,2,Thursday,19,,CAMDEN ST,42.33744114,-71.08057671,"(42.337441144368, -71.0805767102789)"
47062,212011306,619,,LARCENY ALL OTHERS,D4,273,0,2/21/21 8:25,2021,2,Sunday,8,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
47085,212011276,3006,,SICK/INJURED/MEDICAL - PERSON,D4,270,0,2/21/21 0:56,2021,2,Sunday,0,,MASSACHUSETTS AVE,42.33421942,-71.07434616,"(42.3342194178955, -71.0743461570786)"
47100,212011258,1402,,VANDALISM,D4,273,0,2/18/21 22:52,2021,2,Thursday,22,,CAMDEN ST,42.33744114,-71.08057671,"(42.337441144368, -71.0805767102789)"
47104,212011251,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,156,0,2/19/21 23:13,2021,2,Friday,23,,W CONCORD ST,42.33961962,-71.07699237,"(42.3396196180069, -71.0769923673942)"
47162,212011172,617,,LARCENY THEFT FROM BUILDING,D4,156,0,2/20/21 11:00,2021,2,Saturday,11,,HARRISON AVE,42.3380454,-71.07697786,"(42.3380453984853, -71.0769778613359)"
47256,212011039,3115,,INVESTIGATE PERSON,D4,270,0,2/19/21 22:00,2021,2,Friday,22,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
47264,212011030,2907,,VAL - OPERATING AFTER REV/SUSP.,D4,273,0,2/19/21 21:50,2021,2,Friday,21,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
47539,212010665,801,,ASSAULT - SIMPLE,B3,171,0,2/18/21 7:18,2021,2,Thursday,7,,POWELLTON RD,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
47561,212010630,619,,LARCENY ALL OTHERS,D4,170,0,2/17/21 22:20,2021,2,Wednesday,22,,WORCESTER SQ,42.33663269,-71.07484724,"(42.3366326869971, -71.0748472448538)"
47590,212010587,2647,,THREATS TO DO BODILY HARM,D4,273,0,2/17/21 14:00,2021,2,Wednesday,14,,GREENWICH ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
47608,212010560,3207,,PROPERTY - FOUND,D4, ,0,2/17/21 17:48,2021,2,Wednesday,17,,"NORTHAMPTON ST & FELLOWS ST
ROXBURY  MA 02119
UNIT",42.333461,-71.07501803,"(42.333461000373, -71.0750180294251)"
47630,212010529,3301,,VERBAL DISPUTE,D4, ,0,2/17/21 0:00,2021,2,Wednesday,0,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
47653,212010494,3115,,INVESTIGATE PERSON,D4,147,0,2/17/21 12:39,2021,2,Wednesday,12,,MASSACHUSETTS AVE,42.34114797,-71.08246189,"(42.3411479669366, -71.0824618933261)"
47656,212010490,2905,,VAL - VIOLATION OF AUTO LAW,D4,273,0,2/17/21 12:12,2021,2,Wednesday,12,,CAMDEN ST,42.33744114,-71.08057671,"(42.337441144368, -71.0805767102789)"
47708,212010424,301,,ROBBERY,D4,155,0,2/17/21 7:23,2021,2,Wednesday,7,,TREMONT ST,42.33952756,-71.07999981,"(42.3395275570428, -71.0799998147072)"
47740,212010383,3115,,INVESTIGATE PERSON,D4,271,0,2/16/21 22:33,2021,2,Tuesday,22,,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353740984913, -71.0783156023399)"
47895,212010179,3005,,SICK ASSIST,D4,270,0,2/16/21 6:47,2021,2,Tuesday,6,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
47897,212010174,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4, ,0,2/16/21 2:35,2021,2,Tuesday,2,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
47905,212010163,3114,,INVESTIGATE PROPERTY,D4,270,0,2/16/21 1:44,2021,2,Tuesday,1,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
47967,212010082,619,,LARCENY ALL OTHERS,D4,155,0,2/15/21 16:31,2021,2,Monday,16,,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.3399827319387, -71.0809740006293)"
48089,212009909,3005,,SICK ASSIST,D4,273,0,2/14/21 20:17,2021,2,Sunday,20,,NORTHAMPTON ST,42.33798932,-71.08003746,"(42.3379893238422, -71.0800374587471)"
48114,212009878,1402,,VANDALISM,D4,271,0,2/14/21 17:07,2021,2,Sunday,17,,NORTHAMPTON ST,42.33463662,-71.07597593,"(42.3346366198417, -71.0759759263247)"
48160,212009819,3006,,SICK/INJURED/MEDICAL - PERSON,D4,170,0,2/14/21 13:13,2021,2,Sunday,13,,HARRISON AVE,42.33581733,-71.07404383,"(42.3358173309073, -71.0740438253707)"
48170,212009805,619,,LARCENY ALL OTHERS,D4,171,0,2/14/21 10:08,2021,2,Sunday,10,,HUNTINGTON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
48285,212009656,423,,ASSAULT - AGGRAVATED,B2,171,0,2/13/21 0:00,2021,2,Saturday,0,,"725 ALBANY ST
BOSTON  MA 02118
UNITED STATES",42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
48297,212009642,3301,,VERBAL DISPUTE,D4,594,0,2/13/21 16:45,2021,2,Saturday,16,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
48339,212009575,1402,,VANDALISM,D4,273,0,2/13/21 13:40,2021,2,Saturday,13,,NORTHAMPTON ST,42.33729692,-71.07919582,"(42.3372969170323, -71.0791958222404)"
48343,212009570,1402,,VANDALISM,D4,271,0,2/13/21 13:00,2021,2,Saturday,13,,NORTHAMPTON ST,42.33580503,-71.07740763,"(42.3358050323215, -71.0774076269838)"
48382,212009526,2905,,VAL - VIOLATION OF AUTO LAW,D4,147,0,2/13/21 8:30,2021,2,Saturday,8,,MASSACHUSETTS AVE,42.34114797,-71.08246189,"(42.3411479669366, -71.0824618933261)"
48385,212009523,1402,,VANDALISM,D4,273,0,2/13/21 8:47,2021,2,Saturday,8,,SHAWMUT AVE,42.33701214,-71.07853797,"(42.3370121426288, -71.0785379724734)"
48450,212009437,3803,,M/V ACCIDENT - PERSONAL INJURY,D4,270,0,2/12/21 17:17,2021,2,Friday,17,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
48529,212009336,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,156,0,2/11/21 18:30,2021,2,Thursday,18,,MASSACHUSETTS AVE,42.33903373,-71.07997272,"(42.3390337336064, -71.0799727249646)"
48593,212009257,3410,,TOWED MOTOR VEHICLE,D4,270,0,2/12/21 1:19,2021,2,Friday,1,,"FELLOWS ST & NORTHAMPTON ST
ROXBURY  MA 02119
UNIT",42.333461,-71.07501803,"(42.333461000373, -71.0750180294251)"
48597,212009252,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,284,0,2/12/21 1:08,2021,2,Friday,1,,COLUMBUS AVE,42.339675,-71.0829325,"(42.339675000833, -71.0829325018489)"
48615,212009223,3115,,INVESTIGATE PERSON,B2,270,0,2/11/21 19:03,2021,2,Thursday,19,,BLACKFAN ST,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
